text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
argentina buenos aires agora so cresce ta lindo niunamenos parointernacionaldemujeres 8m vivasnosqueremos foto,argentina bueno air agora so crescer ta lir em iunameno parointernacionaldemujer 8 m vivasnosquerer foto,rt nomeusuario argentina buenos aires agora so cresce ta lindo niunamenos parointernacionaldemujeres 8m vivasnosqueremos foto nomeusuario,110,104,137,0,22,22,22
ta lindo av rio branco tomada mulheres rio janeiro 8m diainternacionaldamulher diadamulher,ta lir av rio branco tomar mulher rio janeiro 8 m diainternacionaldamulher diadamulher,rt nomeusuario ta lindo av rio branco tomada pelas mulheres no rio de janeiro 8m diainternacionaldamulher diadamulher paginaweb,90,86,127,0,19,18,22
catolicos idiotas uteis george soros,catolico idiota utel george soro,rt nomeusuario os catolicos idiotas uteis de george soros paginaweb,36,32,67,0,13,13,18
roses are red violets are blue pa jonas mitroglou,rose are red violets are blue pa jona mitroglar,rt nomeusuario roses are red violets are blue pa que o jonas se temos o mitroglou,49,47,81,0,18,18,19
vida babar ovo bia bia feia gorda,vida babar ovo ber bio feio gordar,rt nomeusuario nomeusuario nomeusuario nomeusuario sua vida e babar o ovo da bia e a bia e feia e gorda,33,34,103,1,11,11,16
queria avisar amigas escola inteira conhece gente grupo sapatao viado sei disso falaram,querer avisar amiga escola inteirar conhecer gente grupo sapatao viado sei disso falar,rt nomeusuario queria avisar as minhas amigas que a escola inteira conhece a gente como grupo de sapatao e viado como eu sei disso falaram,87,86,138,1,20,20,20
junta mt sapatao grupo so n ne,juntar mt sapatao grupo so n ne,rt nomeusuario quando junta mt sapatao num grupo so n da ne,30,31,59,1,13,13,16
dia 20 dia 23 rsc lisboa amanha compro bilhete hoje vou so dormir feliz,dia 20 dia 23 rsc lisboa amanha compro bilhete hoje ir so dormir feliz,rt nomeusuario nomeusuario nomeusuario nomeusuario dia 20 isto e dia 23 rsc em lisboa amanha compro bilhete hoje vou so dormir feliz,71,70,132,0,24,22,24
meuamigosecreto gosta ver lesbicas beijando gay ai pecado deus nao gosta,meuamigosecreto gostar ver lesbico beijar gay ai pecar deus nao gostar,rt nomeusuario meuamigosecreto gosta de ver lesbicas se beijando mas se for gay ai e pecado deus nao gosta,72,70,106,0,20,20,21
doloresmulher extrema importancia p luta indigena latinoamericana pobre india comunista rebelde apaga,doloresmulher extremo importancia p luta indigeno latinoamericana pobre india comunista rebelde apaga,rt nomeusuario doloresmulher de extrema importancia p a luta indigena latinoamericana pobre india comunista rebelde foi apaga,101,101,125,0,19,19,20
irmaos assistem bonecos muitas vezes querem boneco respeito nao favor ht,irmao assistir boneco muitas vez querer boneco respeito nao favor ht,rt nomeusuario os meus irmaos quando assistem bonecos muitas das vezes querem ser aquilo que o boneco e respeito mas nao sou a favor ht,72,68,135,1,19,19,21
to amando perfil expondo justiceiros sociais politicamente corretos verdade,to amar perfil expor justiceiro social politicamente correto verdade,rt nomeusuario to amando muito o perfil do nomeusuario expondo os justiceiros sociais politicamente corretos mas que na verdade,75,68,127,0,19,19,20
sim fizeram,sim fazer,rt nomeusuario sim eles fizeram isso paginaweb,11,9,46,0,9,9,18
champo nao ganhas caspa nao ganhas oleosidade nao ganhas pontas espigadas nao ganhas nada,champo nao ganha caspo nao ganha oleosidade nao ganha ponta espigadas nao ganha nada,rt nomeusuario com este champo nao ganhas caspa nao ganhas oleosidade nao ganhas pontas espigadas nao ganhas nada paginaweb,89,84,123,0,15,15,19
hey toma aqui flor sorria engula dor via pietra pinheiro internationalwomensday,hey tomar aqui flor sorria engula dor via pietra pinheiro internationalwomensday,rt nomeusuario mas hey toma aqui uma flor sorria e engula a dor via pietra pinheiro internationalwomensday paginaweb,79,80,116,0,21,21,22
so acho esquisito mulheres todas artificiais falam gemendo nariz preguicadegentesemconteudo,so achar esquisito mulher todo artificial falar gemer nariz preguicadegentesemconteudo,rt nomeusuario so eu acho muito esquisito essas mulheres todas artificiais que falam gemendo pelo nariz preguicadegentesemconteudo,91,86,130,0,20,20,20
familias tambem perderam lavouras ministerio integracao nacional respondeu dizendo faz vistoria barragens,familio tambem perder lavoura ministerio integracao nacional responder dizer fazer vistorio barragem,rt nomeusuario familias tambem perderam lavouras ministerio da integracao nacional respondeu dizendo que faz vistoria nas barragens e,105,100,133,0,20,20,21
obra barragem transp rio sao francisco inaugurada sabado rompe parcialmente desaloja 60 familias incomp,obra barragem transp rio sao francisco inaugurar sabar romper parcialmente desalojar 60 familia incomp,rt nomeusuario obra de barragem transp do rio sao francisco inaugurada no sabado rompe parcialmente e desaloja 60 familias incomp,103,102,129,0,21,21,21
projeto sen quer limitar atuacao mp inquerito civil tratase pls 1982013 limita praz,projeto sen querer limitar atuacao mp inquerito civil tratase pls 1982013 limita praz,rt nomeusuario projeto do sen nomeusuario quer limitar atuacao do mp no inquerito civil tratase do pls no 1982013 que limita praz,83,85,129,0,24,24,25
paro respeito autonomia trabalhadoras sexuais voce euparo,paro respeito autonomir trabalhadoro sexual voce euparo,rt nomeusuario eu paro pelo respeito a autonomia das trabalhadoras sexuais e voce por que para euparo paginaweb,57,55,111,0,19,19,22
3 nao auto estima esqueci utero todos dizem bonita porem n acho bonita apenas ga,3 nao auto estimar esqueci utero todo dizer bonito porem n achar bonito apenas ga,rt nomeusuario 3 eu nao tenho auto estima esqueci ela no utero todos dizem que eu sou bonita porem eu n me acho bonita apenas uma ga,80,81,132,0,20,20,21
namoradinhas entao tia,namoradinha entao tia,rt nomeusuario e as namoradinhas entao tia paginaweb,22,21,52,0,12,11,17
assim filhos ja nao vao ver disney,assim filho ja nao vao ver disney,rt nomeusuario se for assim meus filhos ja nao vao ver disney paginaweb,34,33,71,0,16,16,22
pai acabou chegar angola 5deg pais africano vai trabalhar nao pra qualquer pai foda ma,pai acabar chegar angola 5deg pais africano ir trabalhar nao pra qualquer pai foda ma,rt nomeusuario meu pai acabou de chegar em angola 5deg pais africano que ele vai trabalhar e nao e pra qualquer um o pai e foda ma,86,85,130,0,22,21,22
nao concordo,nao concordo,rt nomeusuario nao concordo paginaweb,12,12,37,0,7,7,17
grande espetaculo ontem antes ja fa agora ainda vale pena ir ver s,grande espetaculo ontem antes ja fa agora ainda valer pena ir ver s,rt nomeusuario grande espetaculo ontem do nomeusuario se antes ja era fa dele agora sou ainda mais vale mesmo a pena ir ver este s,66,67,130,0,19,19,19
ridiculo acharem gays fufas diferentes todo resto sao pessoas normais gostos diferentes deixemse disso,ridiculo achar gay fufa diferentes todo resto sao pessoa normal gosto diferentes deixemse de isso,rt nomeusuario e ridiculo acharem gays e fufas diferentes de todo o resto sao pessoas normais mas com gostos diferentes deixemse disso,102,97,134,1,20,20,20
antes homossexualismo proibidodepois passou toleradohoje normaleu vou embora antes vire obrigator,antes homossexualismo proibidodepois passar toleradohoje normaleu ir embora antes virar obrigator,rt nomeusuario antes o homossexualismo era proibidodepois passou a ser toleradohoje e normaleu vou embora antes que vire obrigator,97,97,130,1,20,20,21
jandira feghali passando timeline,jandirar feghali passar timeline,rt nomeusuario jandira feghali esta passando na sua timeline paginaweb,33,32,70,0,17,16,20
motivo chilique reinaldo azevedo contra joice hasselmann,motivo chilique reinaldo azevedo contra joice hasselmann,rt nomeusuario qual o motivo do chilique do reinaldo azevedo contra a joice hasselmann,56,56,86,0,19,19,19
julgamento nuremberg sido ate hitler saido nome limpo prescricao,julgamento nuremberg ser ate hitler saer nome limpar prescricao,rt nomeusuario se o julgamento de nuremberg tivesse sido no nomeusuario ate hitler teria saido com o nome limpo por prescricao,64,63,126,0,19,18,20
eleitor trump agredido delinquentes esquerda outro nao tente achar porque,eleitor trump agredir delinquente esquerdo outro nao tentar achar porque,rt nomeusuario um eleitor do trump foi agredido por delinquentes de esquerda e outro nao tente achar o porque paginaweb,73,72,119,0,18,18,21
nao vejo problema nenhum,nao vejo problema nenhum,rt nomeusuario nao vejo problema nenhum paginaweb,24,24,49,0,14,14,19
filha maria rosario x filhos jair bolsonaro confia pra dar conselho,filha mario rosario x filho jair bolsonaro confia pra dar conselho,rt nomeusuario filha da maria do rosario x filhos do jair bolsonaro em quem tu confia pra dar conselho de com,67,66,109,1,18,18,21
chegando boston =,chegar boston =,rt nomeusuario chegando em boston =,17,15,35,0,13,13,17
avaliacao livro meuamigosecreto feminismo alem redes obrigada,avaliacao livro meuamigosecreto feminismo aler rede obrigado,rt nomeusuario avaliacao do nosso livro meuamigosecreto feminismo alem das redes na nomeusuario obrigada paginaweb,61,60,114,0,18,18,20
cinquenta tons escuros nao empoderador abuso post recente blog > leia http,cinquenta tom escuro nao empoderador abuso post recente blog > ler http,rt nomeusuario cinquenta tons mais escuros nao e empoderador e abuso post recente do nosso blog > leia em paginaweb http,74,71,120,0,20,20,21
11 dicas fazer manter amizade outra mulher post hoje blog >>> http,11 dica fazer manter amizade outro mulher post hoje blog > > > http,rt nomeusuario 11 dicas de como fazer e manter amizade com outra mulher post de hoje no nosso blog >>> paginaweb http,66,67,117,0,23,23,24
junta grafico proposta reforma previdencia tirem conclusoes,juntar grafico propostar reforma previdencer tir conclusoes,rt nomeusuario junta esse grafico com a proposta de reforma da previdencia e tirem suas conclusoes paginaweb,59,59,108,0,19,19,21
nesse dia mulheres pegue flores coloque tumulo mulheres assassinadas companheiros naoq,em esse dia mulheres pegar flor coloque tumulo mulher assassinar companheiro naoq,rt nomeusuario nesse dia das mulheres pegue essas flores e coloque no tumulo das mulheres que foram assassinadas por seus companheiros naoq,86,81,139,0,19,19,19
pesado real estaremos ocupando ruas neste dia 8m,pesar real estaremo ocupar rua em este dia 8 m,rt nomeusuario pesado mas real por isso estaremos ocupando as ruas neste dia 8m paginaweb,48,46,89,0,16,15,19
repita comigo nao espere va mudar mim nao espere va mudar mim nao espere va mudar mim n,repita comigo nao esperar va mudar eu nao esperar va mudar eu nao esperar va mudar eu n,rt nomeusuario repita comigo nao espere que ele va mudar por mim nao espere que ele va mudar por mim nao espere que ele va mudar por mim n,87,87,138,0,16,16,18
ainda nao superei clipe baiana casal sapatao afrocentrado,ainda nao super clipe baiana casal sapatao afrocentrar,rt nomeusuario eu ainda nao superei o clipe de baiana e esse casal sapatao afrocentrado paginaweb,57,54,97,1,16,16,19
vc trabalha empresa inflaveis 2016 ano lucrativo estranho historia dessa industria,vc trabalhar empresa inflavel 2016 ano lucrativo estranho historia de esse industria,rt nomeusuario se vc trabalha em uma empresa de inflaveis 2016 foi o ano mais lucrativo e estranho da historia dessa industria paginaweb,82,84,136,0,23,23,25
meninas consegue ir pra escola toda bonitinha vou igual sapatao ainda so,menina conseguir ir pra escola todo bonitinha ir igual sapatao ainda so,rt nomeusuario como que essas meninas consegue ir pra escola toda bonitinha eu vou igual um sapatao ainda mais quando estou com so,72,71,130,0,19,18,20
comediante chama dizia bolsonaro sozinho bolsonaromerepresenta,comediante chamar dizer bolsonaro sozinho bolsonaromerepresentar,rt nomeusuario para aquele comediante chama nomeusuario que dizia que bolsonaro estava sozinho bolsonaromerepresenta paginaweb,62,64,126,0,17,17,22
nao concordo nada contra homossexualidade,nao concordo nada contra homossexualidade,rt nomeusuario nao concordo e nada contra a homossexualidade paginaweb,41,41,70,1,16,16,20
frases direita absurdo judeu reagiu cuspindo hitler imaginem contrario,frase direito absurdo judeu reagir cuspir hitler imaginem contrario,rt nomeusuario frases da direita absurdo um judeu reagiu cuspindo no hitler imaginem se fosse ao contrario,70,67,106,0,20,20,20
paises acolhendo refugiados gastar dinheiro ajudando gente la pais infelizmente gente nao,paise acolher refugiado gastar dinheiro ajudar gente la pai infelizmente gente nao,rt nomeusuario e os paises acolhendo refugiados tem que gastar dinheiro ajudando essa gente la no seu pais infelizmente essa gente nao da,89,82,137,1,20,20,21
paises ricos nao aceitam refugiados estao certissimos,paise rico nao aceitar refugiado estao certissi,rt nomeusuario paises ricos nao aceitam refugiados estao certissimos paginaweb,53,47,78,1,16,15,18
legal proselitismo barato sobre muculmanas vamos falar sobre mutilacao vaginal tambem falta dir,legal proselitismo barato sobre muculmana ir falar sobre mutilacao vaginal tambem falta dir,rt nomeusuario nomeusuario que legal esse proselitismo barato sobre muculmanas vamos falar sobre mutilacao vaginal tambem falta de dir,95,91,134,0,19,19,20
especialistas rotulacao reforca preconceitos limita escolhas profissionais futuro,especialista rotulacao reforca preconceito limita escolha profissional futuro,rt nomeusuario para especialistas a rotulacao reforca preconceitos e limita as escolhas profissionais do futuro paginaweb,81,77,121,0,16,16,20
todo respeito dia sair crianca lugar onde saem fezes humanos levy fidelix pod,todo respeito dia sair crianca lugar onde sair fez humanos levy fidelix pod,rt nomeusuario com todo respeito no dia que sair uma crianca pelo mesmo lugar de onde saem as fezes dos humanos o levy fidelix pod,77,75,130,1,22,22,23
bolsonaroreidomundo admiradores sobem tag homenagem apoio deputado nostrendsbrasil http,bolsonaroreidomur admirador subir tag homenagem apoio deputado nostrendsbrasil http,rt nomeusuario bolsonaroreidomundo admiradores de nomeusuario sobem tag em homenagem e apoio ao deputado nostrendsbrasil http,87,83,125,0,17,17,17
